ticket_id,true_reason,agent_code,double_payout,true_refund_inr,care_plus
T402988,,,N,,Y
T402989,,,N,,Y
T402990,,,N,,Y
T402991,,,N,,N
T402992,,,N,,N
T402993,,,N,,N
T402994,DOA-REPL,GW-OTHER,N,1299,Y
T402995,RETURN-QC-OK,GW-OTHER,N,2024,N
T402996,,,N,,N
T402997,,,N,,N
T402998,,,N,,Y
T402999,,,N,,Y
T403000,,,N,,N
T403001,,,N,,Y
T403002,,,N,,Y
T403003,,,N,,Y
T403004,,,N,,Y
T403005,,,N,,N
T403006,,,N,,N
T403007,DOA-REPL,GW-OTHER,Y,3149,N
T403008,,,N,,Y
T403009,DOA-REPL,GW-OTHER,N,5199,N
T403010,,,N,,N
T403011,DOA-REPL,DOA-REPL,N,3149,Y
T403012,,,N,,N
T403013,,,N,,N
T403014,,,N,,N
T403015,,,N,,Y
T403016,DOA-REPL,DOA-REPL,N,2974,N
T403017,,,N,,Y
T403018,,,N,,Y
T403019,,,N,,Y
T403020,GW-OTHER,GW-OTHER,N,500,Y
T403021,,,N,,Y
T403022,,,N,,N
T403023,DOA-REPL,GW-OTHER,N,1999,Y
T403024,DUP-PAYMENT,DUP-PAYMENT,N,3324,N
T403025,,,N,,Y
T403026,DOA-REPL,DOA-REPL,Y,1709,Y
T403027,,,N,,N
T403028,LOST-TRANSIT,GW-OTHER,N,1999,N
T403029,,,N,,N
T403030,,,N,,N
T403031,,,N,,N
T403032,,,N,,N
T403033,LOST-TRANSIT,LOST-TRANSIT,N,1799,Y
T403034,,,N,,Y
T403035,DOA-REPL,DOA-REPL,N,3499,N
T403036,,,N,,N
T403037,,,N,,N
T403038,,,N,,N
T403039,,,N,,Y
T403040,,,N,,N
T403041,,,N,,Y
T403042,,,N,,N
T403043,DOA-REPL,GW-OTHER,N,2799,Y
T403044,,,N,,Y
T403045,DOA-REPL,GW-OTHER,N,3499,N
T403046,,,N,,N
T403047,,,N,,N
T403048,,,N,,N
T403049,,,N,,N
T403050,,,N,,N
T403051,GW-OTHER,GW-OTHER,N,500,Y
T403052,CANCEL,GW-OTHER,N,2249,Y
T403053,,,N,,N
T403054,,,N,,N
T403055,,,N,,N
T403056,,,N,,N
T403057,,,N,,N
T403058,,,N,,N
T403059,,,N,,N
T403060,,,N,,Y
T403061,,,N,,Y
T403062,,,N,,Y
T403063,,,N,,Y
T403064,RETURN-QC-OK,GW-OTHER,N,1619,Y
T403065,,,N,,Y
T403066,,,N,,Y
T403067,,,N,,Y
T403068,,,N,,N
T403069,DOA-REPL,DOA-REPL,N,1234,N
T403070,,,N,,Y
T403071,,,N,,N
T403072,GW-OTHER,GW-OTHER,N,300,N
T403073,,,N,,N
T403074,LOST-TRANSIT,GW-OTHER,N,3324,Y
T403075,LOST-TRANSIT,LOST-TRANSIT,N,3999,N
T403076,DOA-REPL,GW-OTHER,N,3499,N
T403077,,,N,,N
T403078,,,N,,Y
T403079,DOA-REPL,DOA-REPL,N,3499,N
T403080,LOST-TRANSIT,GW-OTHER,N,1799,N
T403081,,,N,,N
T403082,RETURN-QC-OK,GW-OTHER,N,5949,N
T403083,,,N,,N
T403084,,,N,,Y
T403085,,,N,,N
T403086,,,N,,Y
T403087,,,N,,N
T403088,,,N,,Y
T403089,RETURN-QC-OK,GW-OTHER,N,2499,Y
T403090,,,N,,N
T403091,,,N,,N
T403092,PRICE-ADJ,GW-OTHER,N,500,N
T403093,LOST-TRANSIT,LOST-TRANSIT,N,4999,Y
T403094,,,N,,Y
T403095,,,N,,N
T403096,,,N,,N
T403097,,,N,,N
T403098,,,N,,N
T403099,,,N,,Y
T403100,DOA-REPL,GW-OTHER,N,3149,N
T403101,,,N,,N
T403102,DOA-REPL,GW-OTHER,N,2799,N
T403103,,,N,,N
T403104,DOA-REPL,GW-OTHER,N,4999,N
T403105,,,N,,N
T403106,,,N,,Y
T403107,RETURN-QC-OK,GW-OTHER,Y,4498,Y
T403108,LOST-TRANSIT,GW-OTHER,N,2974,N
T403109,,,N,,N
T403110,,,N,,Y
T403111,,,N,,Y
T403112,LOST-TRANSIT,LOST-TRANSIT,Y,1999,Y
T403113,DOA-REPL,GW-OTHER,N,6649,Y
T403114,DOA-REPL,DOA-REPL,N,3149,N
T403115,LOST-TRANSIT,GW-OTHER,Y,3998,N
T403116,DOA-REPL,GW-OTHER,N,3149,N
T403117,,,N,,Y
T403118,,,N,,N
T403119,,,N,,N
T403120,,,N,,N
T403121,,,N,,Y
T403122,,,N,,Y
T403123,,,N,,N
T403124,,,N,,Y
T403125,DOA-REPL,DOA-REPL,N,3499,Y
T403126,,,N,,N
T403127,,,N,,N
T403128,LOST-TRANSIT,LOST-TRANSIT,N,3324,Y
T403129,RETURN-QC-OK,GW-OTHER,N,2024,N
T403130,,,N,,N
T403131,,,N,,N
T403132,,,N,,N
T403133,,,N,,N
T403134,,,N,,Y
T403135,,,N,,N
T403136,,,N,,N
T403137,,,N,,N
T403138,,,N,,Y
T403139,,,N,,N
T403140,,,N,,N
T403141,,,N,,Y
T403142,,,N,,N
T403143,,,N,,N
T403144,,,N,,N
T403145,,,N,,N
T403146,,,N,,N
T403147,,,N,,N
T403148,,,N,,Y
T403149,,,N,,N
T403150,,,N,,N
T403151,RETURN-QC-OK,GW-OTHER,N,6648,N
T403152,,,N,,N
T403153,DOA-REPL,GW-OTHER,N,2799,Y
T403154,,,N,,N
T403155,,,N,,N
T403156,,,N,,N
T403157,,,N,,Y
T403158,,,N,,N
T403159,,,N,,N
T403160,,,N,,N
T403161,,,N,,N
T403162,,,N,,N
T403163,GW-OTHER,GW-OTHER,N,400,Y
T403164,,,N,,N
T403165,,,N,,N
T403166,LOST-TRANSIT,GW-OTHER,Y,3499,N
T403167,,,N,,Y
T403168,GW-OTHER,GW-OTHER,N,500,N
T403169,,,N,,N
T403170,,,N,,Y
T403171,CANCEL,GW-OTHER,N,1709,Y
T403172,CANCEL,GW-OTHER,N,3324,Y
T403173,,,N,,Y
T403174,,,N,,N
T403175,DOA-REPL,GW-OTHER,N,3149,N
T403176,,,N,,Y
T403177,,,N,,N
T403178,LOST-TRANSIT,LOST-TRANSIT,N,3499,N
T403179,,,N,,N
T403180,CANCEL,GW-OTHER,N,4999,N
T403181,,,N,,N
T403182,,,N,,N
T403183,,,N,,N
T403184,,,N,,N
T403185,,,N,,N
T403186,,,N,,N
T403187,,,N,,Y
T403188,,,N,,N
T403189,,,N,,Y
T403190,,,N,,N
T403191,,,N,,N
T403192,DOA-REPL,GW-OTHER,N,6998,Y
T403193,,,N,,Y
T403194,,,N,,Y
T403195,DOA-REPL,GW-OTHER,N,3499,N
T403196,RETURN-QC-OK,GW-OTHER,N,5199,N
T403197,,,N,,N
T403198,,,N,,N
T403199,GW-OTHER,GW-OTHER,N,400,Y
T403200,,,N,,Y
T403201,,,N,,N
T403202,,,N,,N
T403203,,,N,,N
T403204,,,N,,N
T403205,,,N,,Y
T403206,,,N,,N
T403207,DOA-REPL,GW-OTHER,Y,5699,N
T403208,,,N,,N
T403209,,,N,,Y
T403210,,,N,,Y
T403211,LOST-TRANSIT,GW-OTHER,N,2499,N
T403212,DOA-REPL,GW-OTHER,N,3149,N
T403213,DOA-REPL,GW-OTHER,N,2799,N
T403214,DOA-REPL,PRICE-ADJ,N,1439,Y
T403215,,,N,,N
T403216,DOA-REPL,GW-OTHER,N,4249,Y
T403217,,,N,,Y
T403218,DOA-REPL,DOA-REPL,Y,3499,Y
T403219,,,N,,N
T403220,,,N,,N
T403221,,,N,,N
T403222,,,N,,N
T403223,,,N,,N
T403224,,,N,,Y
T403225,,,N,,N
T403226,,,N,,Y
T403227,,,N,,N
T403228,GW-OTHER,GW-OTHER,N,300,Y
T403229,RETURN-QC-OK,RETURN-QC-OK,N,5599,N
T403230,PRICE-ADJ,GW-OTHER,N,500,N
T403231,,,N,,N
T403232,,,N,,Y
T403233,,,N,,Y
T403234,,,N,,N
T403235,LOST-TRANSIT,LOST-TRANSIT,N,10798,N
T403236,PRICE-ADJ,GW-OTHER,N,100,N
T403237,,,N,,N
T403238,DOA-REPL,DOA-REPL,Y,3499,N
T403239,,,N,,N
T403240,DUP-PAYMENT,DUP-PAYMENT,N,2974,N
T403241,,,N,,N
T403242,,,N,,N
T403243,,,N,,Y
T403244,CANCEL,GW-OTHER,N,2499,Y
T403245,,,N,,Y
T403246,,,N,,Y
T403247,,,N,,N
T403248,RETURN-QC-OK,RETURN-QC-OK,N,3499,Y
T403249,CANCEL,CANCEL,N,6499,N
T403250,,,N,,Y
T403251,,,N,,N
T403252,PRICE-ADJ,GW-OTHER,N,500,N
T403253,,,N,,N
T403254,DOA-REPL,GW-OTHER,N,6648,Y
T403255,GW-OTHER,GW-OTHER,N,150,Y
T403256,,,N,,N
T403257,CANCEL,CANCEL,N,3499,N
T403258,,,N,,N
T403259,WTY-BUYBACK,WTY-BUYBACK,N,1619,N
T403260,,,N,,Y
T403261,DOA-REPL,DOA-REPL,Y,3499,N
T403262,,,N,,N
T403263,,,N,,N
T403264,,,N,,N
T403265,,,N,,N
T403266,,,N,,Y
T403267,,,N,,N
T403268,,,N,,N
T403269,,,N,,N
T403270,DUP-PAYMENT,DUP-PAYMENT,N,6649,N
T403271,,,N,,Y
T403272,,,N,,Y
T403273,,,N,,Y
T403274,,,N,,N
T403275,PRICE-ADJ,GW-OTHER,N,500,N
T403276,,,N,,N
T403277,,,N,,N
T403278,DOA-REPL,GW-OTHER,N,6998,N
T403279,,,N,,Y
T403280,,,N,,Y
T403281,LOST-TRANSIT,DOA-REPL,N,2974,Y
T403282,,,N,,N
T403283,,,N,,N
T403284,DOA-REPL,GW-OTHER,N,1234,N
T403285,,,N,,Y
T403286,,,N,,N
T403287,,,N,,N
T403288,,,N,,N
T403289,,,N,,Y
T403290,,,N,,N
T403291,,,N,,N
T403292,,,N,,N
T403293,,,N,,N
T403294,,,N,,N
T403295,,,N,,Y
T403296,,,N,,Y
T403297,,,N,,N
T403298,DOA-REPL,GW-OTHER,N,3499,Y
T403299,,,N,,N
T403300,DOA-REPL,GW-OTHER,Y,3324,N
T403301,,,N,,N
T403302,,,N,,N
T403303,RETURN-QC-OK,GW-OTHER,Y,3499,Y
T403304,DOA-REPL,DOA-REPL,N,5598,N
T403305,RETURN-QC-OK,GW-OTHER,Y,2499,Y
T403306,,,N,,N
T403307,,,N,,N
T403308,LOST-TRANSIT,GW-OTHER,N,1709,N
T403309,CANCEL,GW-OTHER,N,2499,N
T403310,,,N,,Y
T403311,,,N,,Y
T403312,,,N,,N
T403313,,,N,,Y
T403314,,,N,,Y
T403315,WTY-BUYBACK,GW-OTHER,N,3201,N
T403316,,,N,,N
T403317,DOA-REPL,GW-OTHER,N,3499,N
T403318,,,N,,N
T403319,,,N,,N
T403320,,,N,,N
T403321,,,N,,Y
T403322,,,N,,N
T403323,,,N,,N
T403324,RETURN-QC-OK,GW-OTHER,N,3149,N
T403325,,,N,,N
T403326,DOA-REPL,DOA-REPL,N,6648,Y
T403327,,,N,,N
T403328,DOA-REPL,GW-OTHER,N,3324,N
T403329,,,N,,N
T403330,PRICE-ADJ,GW-OTHER,N,500,N
T403331,,,N,,N
T403332,DOA-REPL,DOA-REPL,N,3499,N
T403333,DUP-PAYMENT,DUP-PAYMENT,N,2974,N
T403334,,,N,,N
T403335,,,N,,N
T403336,,,N,,N
T403337,DOA-REPL,GW-OTHER,N,4749,Y
T403338,,,N,,Y
T403339,,,N,,Y
T403340,,,N,,N
T403341,,,N,,N
T403342,,,N,,Y
T403343,,,N,,N
T403344,,,N,,Y
T403345,,,N,,N
T403346,,,N,,Y
T403347,,,N,,Y
T403348,DOA-REPL,GW-OTHER,N,3149,Y
T403349,,,N,,N
T403350,,,N,,N
T403351,DOA-REPL,GW-OTHER,N,5949,N
T403352,,,N,,N
T403353,,,N,,Y
T403354,,,N,,N
T403355,,,N,,N
T403356,,,N,,N
T403357,,,N,,N
T403358,DOA-REPL,GW-OTHER,Y,3499,N
T403359,,,N,,Y
T403360,LOST-TRANSIT,GW-OTHER,N,1499,N
T403361,,,N,,Y
T403362,,,N,,Y
T403363,LOST-TRANSIT,GW-OTHER,N,6174,N
T403364,,,N,,N
T403365,LOST-TRANSIT,GW-OTHER,Y,4498,N
T403366,,,N,,N
T403367,,,N,,N
T403368,,,N,,N
T403369,GW-OTHER,GW-OTHER,N,300,N
T403370,DOA-REPL,DOA-REPL,N,2799,Y
T403371,,,N,,Y
T403372,,,N,,Y
T403373,,,N,,N
T403374,,,N,,Y
T403375,DOA-REPL,DOA-REPL,N,2974,N
T403376,,,N,,N
T403377,,,N,,N
T403378,,,N,,N
T403379,,,N,,N
T403380,DOA-REPL,GW-OTHER,N,3499,Y
T403381,,,N,,N
T403382,,,N,,Y
T403383,,,N,,N
T403384,,,N,,N
T403385,,,N,,N
T403386,,,N,,Y
T403387,,,N,,Y
T403388,,,N,,N
T403389,,,N,,N
T403390,,,N,,N
T403391,DOA-REPL,GW-OTHER,Y,1169,N
T403392,,,N,,N
T403393,DUP-PAYMENT,GW-OTHER,N,3324,N
T403394,,,N,,N
T403395,,,N,,Y
T403396,,,N,,N
T403397,,,N,,N
T403398,,,N,,N
T403399,,,N,,N
T403400,,,N,,N
T403401,,,N,,Y
T403402,,,N,,N
T403403,DOA-REPL,GW-OTHER,N,2974,N
T403404,,,N,,Y
T403405,,,N,,N
T403406,,,N,,Y
T403407,,,N,,N
T403408,,,N,,N
T403409,,,N,,Y
T403410,,,N,,N
T403411,DOA-REPL,GW-OTHER,Y,3324,N
T403412,,,N,,N
T403413,,,N,,Y
T403414,DOA-REPL,GW-OTHER,N,3499,N
T403415,,,N,,Y
T403416,RETURN-QC-OK,RETURN-QC-OK,N,3149,N
T403417,,,N,,Y
T403418,,,N,,N
T403419,,,N,,N
T403420,,,N,,Y
T403421,,,N,,N
T403422,,,N,,N
T403423,,,N,,Y
T403424,,,N,,Y
T403425,,,N,,N
T403426,,,N,,N
T403427,,,N,,N
T403428,,,N,,N
T403429,WTY-BUYBACK,WTY-BUYBACK,N,925,Y
T403430,,,N,,N
T403431,,,N,,N
T403432,,,N,,Y
T403433,CANCEL,GW-OTHER,N,1299,Y
T403434,RETURN-QC-OK,RETURN-QC-OK,N,2974,N
T403435,,,N,,N
T403436,,,N,,N
T403437,,,N,,N
T403438,,,N,,N
T403439,,,N,,N
T403440,,,N,,Y
T403441,,,N,,N
T403442,,,N,,Y
T403443,GW-OTHER,GW-OTHER,N,500,N
T403444,,,N,,N
T403445,,,N,,N
T403446,,,N,,N
T403447,,,N,,Y
T403448,DOA-REPL,DOA-REPL,Y,6499,Y
T403449,,,N,,N
T403450,,,N,,N
T403451,,,N,,N
T403452,,,N,,N
T403453,RETURN-QC-OK,RETURN-QC-OK,N,3499,N
T403454,,,N,,Y
T403455,,,N,,Y
T403456,,,N,,N
T403457,,,N,,N
T403458,,,N,,N
T403459,,,N,,N
T403460,,,N,,Y
T403461,,,N,,N
T403462,,,N,,N
T403463,CANCEL,GW-OTHER,N,2499,N
T403464,,,N,,N
T403465,,,N,,N
T403466,,,N,,N
T403467,,,N,,N
T403468,LOST-TRANSIT,GW-OTHER,N,1199,N
T403469,,,N,,N
T403470,RETURN-QC-OK,RETURN-QC-OK,N,2799,Y
T403471,,,N,,N
T403472,,,N,,N
T403473,,,N,,Y
T403474,,,N,,N
T403475,,,N,,N
T403476,,,N,,N
T403477,,,N,,N
T403478,PRICE-ADJ,PRICE-ADJ,N,500,N
T403479,,,N,,N
T403480,,,N,,N
T403481,DOA-REPL,GW-OTHER,N,2799,N
T403482,DUP-PAYMENT,DUP-PAYMENT,N,1039,N
T403483,DOA-REPL,DOA-REPL,N,2124,N
T403484,,,N,,N
T403485,WTY-BUYBACK,GW-OTHER,N,2165,Y
T403486,,,N,,Y
T403487,,,N,,N
T403488,DOA-REPL,DOA-REPL,N,1299,N
T403489,,,N,,Y
T403490,,,N,,N
T403491,,,N,,N
T403492,GW-OTHER,GW-OTHER,N,300,N
T403493,DOA-REPL,DOA-REPL,N,3499,N
T403494,,,N,,Y
T403495,,,N,,Y
T403496,,,N,,N
T403497,DUP-PAYMENT,GW-OTHER,N,3324,N
T403498,CANCEL,CANCEL,N,1799,Y
T403499,,,N,,N
T403500,,,N,,N
T403501,,,N,,N
T403502,,,N,,N
T403503,,,N,,N
T403504,,,N,,N
T403505,,,N,,N
T403506,DOA-REPL,DOA-REPL,N,2974,Y
T403507,,,N,,N
T403508,DOA-REPL,DOA-REPL,N,1699,N
T403509,,,N,,N
T403510,,,N,,Y
T403511,,,N,,N
T403512,,,N,,N
T403513,,,N,,N
T403514,,,N,,Y
T403515,,,N,,Y
T403516,,,N,,N
T403517,,,N,,N
T403518,,,N,,Y
T403519,,,N,,Y
T403520,,,N,,N
T403521,DOA-REPL,DOA-REPL,N,3324,Y
T403522,,,N,,N
T403523,,,N,,N
T403524,RETURN-QC-OK,RETURN-QC-OK,Y,2499,Y
T403525,,,N,,Y
T403526,,,N,,N
T403527,DOA-REPL,GW-OTHER,N,5199,Y
T403528,,,N,,N
T403529,,,N,,N
T403530,,,N,,N
T403531,,,N,,N
T403532,,,N,,N
T403533,,,N,,N
T403534,,,N,,Y
T403535,CANCEL,GW-OTHER,N,1709,Y
T403536,,,N,,Y
T403537,,,N,,Y
T403538,,,N,,N
T403539,,,N,,Y
T403540,,,N,,N
T403541,,,N,,N
T403542,,,N,,N
T403543,DOA-REPL,DOA-REPL,N,3499,Y
T403544,DOA-REPL,GW-OTHER,N,2974,N
T403545,DOA-REPL,GW-OTHER,N,3499,N
T403546,,,N,,N
T403547,,,N,,N
T403548,,,N,,N
T403549,,,N,,Y
T403550,,,N,,N
T403551,,,N,,N
T403552,,,N,,N
T403553,,,N,,N
T403554,,,N,,N
T403555,DOA-REPL,GW-OTHER,Y,1799,N
T403556,,,N,,N
T403557,DOA-REPL,GW-OTHER,Y,3324,N
T403558,,,N,,N
T403559,,,N,,Y
T403560,,,N,,Y
T403561,,,N,,N
T403562,WTY-BUYBACK,GW-OTHER,N,2320,N
T403563,GW-OTHER,GW-OTHER,N,300,Y
T403564,,,N,,Y
T403565,RETURN-QC-OK,GW-OTHER,N,1619,N
T403566,,,N,,N
T403567,,,N,,Y
T403568,,,N,,N
T403569,,,N,,N
T403570,,,N,,Y
T403571,CANCEL,CANCEL,N,1039,N
T403572,,,N,,N
T403573,,,N,,N
T403574,,,N,,N
T403575,,,N,,Y
T403576,WTY-BUYBACK,GW-OTHER,N,778,Y
T403577,,,N,,N
T403578,,,N,,N
T403579,RETURN-QC-OK,GW-OTHER,N,3499,Y
T403580,DOA-REPL,GW-OTHER,N,3149,Y
T403581,,,N,,Y
T403582,LOST-TRANSIT,LOST-TRANSIT,N,3499,Y
T403583,,,N,,N
T403584,,,N,,N
T403585,,,N,,Y
T403586,DOA-REPL,DOA-REPL,N,2799,N
T403587,DOA-REPL,DOA-REPL,N,1999,Y
T403588,DOA-REPL,DOA-REPL,N,12998,Y
T403589,,,N,,Y
T403590,,,N,,N
T403591,,,N,,N
T403592,,,N,,N
T403593,,,N,,N
T403594,,,N,,N
T403595,,,N,,N
T403596,DOA-REPL,GW-OTHER,Y,3149,N
T403597,GW-OTHER,GW-OTHER,N,500,Y
T403598,,,N,,N
T403599,,,N,,N
T403600,,,N,,N
T403601,,,N,,N
T403602,RETURN-QC-OK,GW-OTHER,Y,1104,N
T403603,,,N,,N
T403604,DOA-REPL,GW-OTHER,N,5949,N
T403605,DOA-REPL,GW-OTHER,Y,2974,N
T403606,,,N,,N
T403607,,,N,,N
T403608,RETURN-QC-OK,RETURN-QC-OK,N,5999,N
T403609,DOA-REPL,DOA-REPL,N,3324,N
T403610,,,N,,N
T403611,,,N,,Y
T403612,DOA-REPL,GW-OTHER,N,6174,N
T403613,,,N,,N
T403614,,,N,,N
T403615,,,N,,N
T403616,,,N,,Y
T403617,,,N,,N
T403618,,,N,,N
T403619,,,N,,N
T403620,,,N,,N
T403621,,,N,,N
T403622,,,N,,N
T403623,,,N,,N
T403624,GW-OTHER,GW-OTHER,N,200,N
T403625,,,N,,N
T403626,,,N,,N
T403627,,,N,,Y
T403628,,,N,,N
T403629,,,N,,N
T403630,,,N,,N
T403631,,,N,,N
T403632,,,N,,N
T403633,,,N,,Y
T403634,,,N,,N
T403635,,,N,,N
T403636,RETURN-QC-OK,RETURN-QC-OK,N,4249,Y
T403637,,,N,,N
T403638,,,N,,N
T403639,GW-OTHER,GW-OTHER,N,800,N
T403640,,,N,,N
T403641,,,N,,N
T403642,DOA-REPL,GW-OTHER,N,2799,Y
T403643,CANCEL,CANCEL,N,5999,N
T403644,,,N,,N
T403645,DOA-REPL,GW-OTHER,N,2799,N
T403646,,,N,,N
T403647,,,N,,N
T403648,,,N,,N
T403649,,,N,,N
T403650,,,N,,N
T403651,DOA-REPL,GW-OTHER,Y,6998,Y
T403652,RETURN-QC-OK,GW-OTHER,N,3499,Y
T403653,CANCEL,GW-OTHER,N,3499,Y
T403654,,,N,,N
T403655,,,N,,N
T403656,,,N,,Y
T403657,GW-OTHER,GW-OTHER,N,300,Y
T403658,RETURN-QC-OK,RETURN-QC-OK,N,4499,N
T403659,,,N,,Y
T403660,CANCEL,CANCEL,N,1999,Y
T403661,,,N,,Y
T403662,LOST-TRANSIT,GW-OTHER,N,3149,N
T403663,,,N,,N
T403664,DUP-PAYMENT,GW-OTHER,N,1699,N
T403665,,,N,,N
T403666,,,N,,N
T403667,,,N,,N
T403668,,,N,,Y
T403669,,,N,,Y
T403670,,,N,,Y
T403671,,,N,,Y
T403672,,,N,,Y
T403673,,,N,,Y
T403674,,,N,,N
T403675,,,N,,N
T403676,,,N,,N
T403677,,,N,,N
T403678,DOA-REPL,DOA-REPL,N,5524,Y
T403679,,,N,,Y
T403680,,,N,,Y
T403681,,,N,,N
T403682,,,N,,N
T403683,DOA-REPL,GW-OTHER,N,2799,Y
T403684,GW-OTHER,GW-OTHER,N,150,N
T403685,DOA-REPL,GW-OTHER,N,3499,N
T403686,,,N,,Y
T403687,,,N,,Y
T403688,,,N,,N
T403689,,,N,,Y
T403690,,,N,,Y
T403691,GW-OTHER,GW-OTHER,N,150,N
T403692,,,N,,N
T403693,,,N,,Y
T403694,LOST-TRANSIT,LOST-TRANSIT,Y,6499,N
T403695,,,N,,N
T403696,,,N,,Y
T403697,,,N,,Y
T403698,,,N,,N
T403699,,,N,,N
T403700,,,N,,Y
T403701,,,N,,N
T403702,DOA-REPL,GW-OTHER,N,3499,Y
T403703,,,N,,N
T403704,,,N,,N
T403705,,,N,,N
T403706,,,N,,Y
T403707,,,N,,N
T403708,,,N,,N
T403709,GW-OTHER,GW-OTHER,N,150,Y
T403710,,,N,,N
T403711,DOA-REPL,GW-OTHER,N,3324,N
T403712,,,N,,N
T403713,,,N,,N
T403714,,,N,,N
T403715,,,N,,N
T403716,,,N,,N
T403717,,,N,,N
T403718,,,N,,N
T403719,,,N,,Y
T403720,PRICE-ADJ,GW-OTHER,N,600,N
T403721,,,N,,Y
T403722,,,N,,N
T403723,,,N,,Y
T403724,DOA-REPL,GW-OTHER,Y,3499,Y
T403725,,,N,,N
T403726,,,N,,Y
T403727,DUP-PAYMENT,DUP-PAYMENT,N,2124,N
T403728,,,N,,Y
T403729,DOA-REPL,DOA-REPL,N,6499,N
T403730,,,N,,N
T403731,RETURN-QC-OK,GW-OTHER,N,3499,Y
T403732,DOA-REPL,DOA-REPL,N,3499,N
T403733,,,N,,Y
T403734,,,N,,N
T403735,,,N,,N
T403736,,,N,,N
T403737,,,N,,N
T403738,,,N,,N
T403739,,,N,,Y
T403740,,,N,,N
T403741,DOA-REPL,GW-OTHER,N,6998,N
T403742,,,N,,Y
T403743,,,N,,N
T403744,DOA-REPL,DOA-REPL,Y,2499,Y
T403745,,,N,,N
T403746,,,N,,N
T403747,,,N,,N
T403748,DOA-REPL,GW-OTHER,N,5949,N
T403749,,,N,,Y
T403750,,,N,,N
T403751,,,N,,N
T403752,,,N,,Y
T403753,,,N,,N
T403754,,,N,,Y
T403755,,,N,,N
T403756,,,N,,N
T403757,,,N,,N
T403758,RETURN-QC-OK,GW-OTHER,Y,12348,N
T403759,,,N,,N
T403760,DOA-REPL,GW-OTHER,N,3499,N
T403761,,,N,,N
T403762,,,N,,N
T403763,,,N,,Y
T403764,,,N,,N
T403765,,,N,,N
T403766,,,N,,Y
T403767,,,N,,N
T403768,,,N,,N
T403769,,,N,,N
T403770,,,N,,N
T403771,RETURN-QC-OK,GW-OTHER,N,5949,N
T403772,RETURN-QC-OK,GW-OTHER,Y,6499,N
T403773,WTY-BUYBACK,GW-OTHER,N,1234,N
T403774,,,N,,N
T403775,,,N,,Y
T403776,DOA-REPL,DOA-REPL,N,3499,N
T403777,,,N,,N
T403778,,,N,,N
T403779,DOA-REPL,GW-OTHER,N,3499,Y
T403780,,,N,,N
T403781,,,N,,Y
T403782,,,N,,N
T403783,,,N,,N
T403784,,,N,,N
T403785,,,N,,N
T403786,,,N,,N
T403787,,,N,,N
T403788,RETURN-QC-OK,GW-OTHER,Y,2249,N
T403789,,,N,,N
T403790,,,N,,Y
T403791,,,N,,Y
T403792,,,N,,N
T403793,CANCEL,GW-OTHER,N,3324,N
T403794,,,N,,Y
T403795,,,N,,Y
T403796,,,N,,N
T403797,,,N,,N
T403798,DOA-REPL,GW-OTHER,N,3499,N
T403799,,,N,,Y
T403800,,,N,,N
T403801,,,N,,N
T403802,,,N,,Y
T403803,,,N,,Y
T403804,,,N,,N
T403805,,,N,,N
T403806,,,N,,Y
T403807,,,N,,Y
T403808,,,N,,Y
T403809,,,N,,Y
T403810,,,N,,N
T403811,,,N,,N
T403812,DOA-REPL,DOA-REPL,N,2974,N
T403813,,,N,,N
T403814,LOST-TRANSIT,LOST-TRANSIT,N,6999,N
T403815,,,N,,N
T403816,,,N,,N
T403817,,,N,,Y
T403818,WTY-BUYBACK,GW-OTHER,N,4042,N
T403819,,,N,,N
T403820,,,N,,Y
T403821,,,N,,N
T403822,,,N,,Y
T403823,RETURN-QC-OK,RETURN-QC-OK,N,2374,N
T403824,,,N,,Y
T403825,,,N,,N
T403826,,,N,,Y
T403827,RETURN-QC-OK,GW-OTHER,N,3149,N
T403828,,,N,,N
T403829,,,N,,N
T403830,,,N,,N
T403831,,,N,,N
T403832,CANCEL,CANCEL,N,1104,N
T403833,,,N,,N
T403834,RETURN-QC-OK,RETURN-QC-OK,N,2499,N
T403835,,,N,,Y
T403836,,,N,,Y
T403837,,,N,,N
T403838,,,N,,N
T403839,,,N,,N
T403840,,,N,,N
T403841,,,N,,Y
T403842,,,N,,N
T403843,DOA-REPL,DOA-REPL,N,3499,N
T403844,,,N,,Y
T403845,,,N,,Y
T403846,DOA-REPL,GW-OTHER,N,3324,N
T403847,GW-OTHER,GW-OTHER,N,1000,N
T403848,,,N,,N
T403849,,,N,,N
T403850,GW-OTHER,GW-OTHER,N,350,N
T403851,DOA-REPL,DOA-REPL,Y,6499,N
T403852,DOA-REPL,GW-OTHER,N,3149,Y
T403853,DOA-REPL,DOA-REPL,N,1619,N
T403854,,,N,,N
T403855,,,N,,Y
T403856,WTY-BUYBACK,GW-OTHER,N,1793,N
T403857,,,N,,Y
T403858,,,N,,Y
T403859,,,N,,N
T403860,DOA-REPL,GW-OTHER,Y,6998,N
T403861,,,N,,N
T403862,,,N,,Y
T403863,,,N,,N
T403864,,,N,,N
T403865,,,N,,N
T403866,DOA-REPL,GW-OTHER,N,11198,N
T403867,,,N,,N
T403868,,,N,,N
T403869,DOA-REPL,DOA-REPL,N,4249,N
T403870,,,N,,N
T403871,,,N,,N
T403872,,,N,,N
T403873,,,N,,Y
T403874,DOA-REPL,GW-OTHER,Y,3324,N
T403875,,,N,,N
