ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
T404985,2026-03-17 04:56:20,2026-03-17 06:34:04,2026-03-17 21:08:05,resolved,voice,C102854,,VA-SW-NX1,Returns,High,Returns Desk,A3037,1,5,4749,RETURN-QC-OK,N,"I'd like to return Nexa Smartwatch, it doesn't fit my ears and I'm within the return window.","reverse pickup complete, item ok, refunded",helpdesk
T405346,2026-03-17 07:02:57,2026-03-17 07:24:58,2026-03-18 01:28:22,resolved,voice,C104302,VR909124,VA-EB-PL1,Delivery,Normal,Email Frontline,A3020,0,4,,,N,When will Pulse True Wireless Earbuds be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T405492,2026-03-17 07:23:19,2026-03-17 07:50:41,2026-03-17 19:27:27,resolved,chat,C105507,VR897801,VA-EB-PL2,Returns,Normal,Chat Frontline,A3013,1,3,3324.00,RETURN-QC-OK,N,Sending back my Pulse 2 True Wireless Earbuds. Not what I expected. Please arrange pickup.,Return received in good condition. Refund processed.,helpdesk
T405350,2026-03-17 07:50:23,2026-03-17 11:52:18,2026-03-17 19:58:41,closed,email,C108668,VR884762,VA-SP-MINI,Account,High,Escalations & Warranty,A3041,0,,,,N,What is the battery life on Orbit Mini Speaker?,Answered compatibility question.,helpdesk
T405463,2026-03-17 09:25:04,2026-03-17 10:48:50,2026-03-17 11:31:41,resolved,email,C102490,VR899161,VA-EB-PL1,Billing,High,Logistics,A3027,0,4,2499,LOST-TRANSIT,N,My order shows delivered but I never got it. Please help.,Logistics confirmed shipment lost. Reshipment not possible (OOS) so refund issued.,helpdesk
T405045,2026-03-17 09:44:36,2026-03-17 12:47:07,2026-03-17 16:55:11,resolved,social,C104337,VR894493,VA-EB-PL2,How-to,Normal,Voice Frontline,A3023,0,,,,N,What is the battery life on Pulse 2 True Wireless Earbuds?,Answered compatibility question.,helpdesk
T408225,2026-03-17 09:45:29,2026-03-17 09:46:58,2026-03-18 15:41:56,resolved,chat,C102181,,VA-AC-CH65,Billing,Normal,Voice Frontline,A3024,1,,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T405464,2026-03-17 10:39:16,2026-03-17 10:40:36,2026-03-18 10:41:22,resolved,chat,C100526,VR900740,VA-AC-CASE,How-to,Normal,Logistics,A3027,1,,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,helpdesk
T405120,2026-03-17 11:01:17,2026-03-17 11:03:13,2026-03-18 07:58:02,resolved,chat,C103286,VR890262,VA-SW-NX1,Warranty,Normal,Chat Frontline,A3002,0,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T408369,2026-03-17 11:11:10,2026-03-17 17:30:44,2026-03-17 17:50:42,resolved,email,C105153,,VA-EB-AIR,How-to,Low,Chat Frontline,A3030,0,,1799,LOST-TRANSIT,N,"Package lost in transit, tracking stuck at hub since last week.","Shipment returned to origin, customer did not want reship. Refund processed.",helpdesk
T405359,2026-03-17 11:39:00,2026-03-17 17:31:03,2026-03-18 15:40:47,resolved,email,C105863,VR900534,VA-SW-FIT,Billing,High,Chat Frontline,A3005,0,3,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T407886,2026-03-17 14:51:44,2026-03-17 18:22:49,2026-03-18 04:33:56,closed,social,C107877,,VA-HP-ST3,Warranty,Normal,Chat Frontline,A3015,0,4,,,N,Please resend my order invoice.,Sent corrected invoice on email.,helpdesk
T405079,2026-03-17 16:05:51,2026-03-17 16:09:31,2026-03-18 01:48:09,resolved,chat,C104838,,VA-SW-NX2,Account,Normal,Chat Frontline,A3004,1,4,,,N,"Nexa 2 Smartwatch screen flickering, in warranty.",Warranty replacement approved by Tier 2.,helpdesk
T407060,2026-03-17 16:17:33,2026-03-17 16:48:48,2026-03-18 00:29:54,resolved,chat,C100216,,VA-HP-ST2,Account,Normal,Chat Frontline,A3012,1,,,,N,When will Strata 2 Over-Ear Headphones be delivered?,Informed customer of delay; delivered.,helpdesk
T405170,2026-03-17 16:33:14,2026-03-17 16:39:09,2026-03-18 18:54:51,resolved,chat,C101144,VR907749,VA-EB-PL1,Account,Normal,Email Frontline,A3020,0,,,,N,What is the battery life on Pulse True Wireless Earbuds?,Shared spec details with customer.,helpdesk
T408885,2026-03-17 19:37:44,2026-03-17 19:44:25,2026-03-18 00:33:58,resolved,chat,C103187,,VA-SW-NX1,Billing,High,Returns Desk,A3038,1,,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,helpdesk
T405150,2026-03-17 20:32:21,2026-03-17 21:10:13,2026-03-18 14:49:27,resolved,voice,C108319,VR888321,VA-HP-ST3,Warranty,Normal,Chat Frontline,A3002,0,3,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T408768,2026-03-17 21:45:52,2026-03-18 14:04:05,2026-03-18 20:21:38,resolved,email,C101277,,VA-AC-CBL,Delivery,Normal,Returns Desk,A3037,0,4,399,GW-OTHER,N,Still haven't received my USB-C Braided Cable. Tracking hasn't moved in a week.,"never reached cx, stuck at hub, we refunded rather than wait",helpdesk
T405396,2026-03-17 21:51:04,2026-03-17 22:50:41,2026-03-18 02:04:19,resolved,voice,C106060,VR889645,VA-SW-FIT,Returns,Normal,Billing,A3034,0,,,,N,Unable to connect Nexa Fit Band to the app.,"Explained pairing steps, resolved.",helpdesk
T407085,2026-03-18 00:22:48,2026-03-18 00:25:03,2026-03-18 07:48:08,resolved,chat,C108624,,VA-AC-CBL,Account,Normal,Logistics,A3030,0,,,,N,Does USB-C Braided Cable come with a charger in the box?,"Info provided, no further action.",helpdesk
T407383,2026-03-18 01:36:32,2026-03-18 01:43:06,2026-03-18 16:17:57,resolved,voice,C104091,,VA-SW-FIT,Billing,Low,Logistics,A3030,0,,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,helpdesk
T405377,2026-03-18 01:53:34,2026-03-18 01:55:22,2026-03-18 15:16:56,closed,chat,C108837,VR903200,VA-NB-ARC,Account,Normal,Chat Frontline,A3015,2,,,,N,Unable to connect Arc Neckband to the app.,Guided through reset and re-pair. Working now.,helpdesk
T405462,2026-03-18 02:33:05,2026-03-18 03:04:07,2026-03-18 17:58:37,resolved,voice,C103261,VR898097,VA-EB-PL2,Returns,Normal,Email Frontline,A3036,0,,3499,GW-OTHER,Y,Sending back my Pulse 2 True Wireless Earbuds. Not what I expected. Please arrange pickup.,Return received in good condition. Refund processed.,helpdesk
T406753,2026-03-18 02:36:45,2026-03-18 02:49:19,,open,chat,C105350,,VA-AC-CASE,How-to,Normal,Chat Frontline,A3012,1,,,,N,Unable to connect Pulse Charging Case (spare) to the app.,Walked customer through app update. Issue closed.,helpdesk
T405301,2026-03-18 05:58:03,2026-03-18 06:03:56,2026-03-18 20:53:37,closed,chat,C104632,VR908494,VA-EB-AIR,Account,Normal,Chat Frontline,A3012,0,,,,N,What is the battery life on AirLite Earbuds?,Answered compatibility question.,helpdesk
T408383,2026-03-18 05:58:30,2026-03-18 08:25:24,2026-03-19 14:12:36,resolved,email,C103206,,VA-SP-MINI,Account,High,Chat Frontline,A3008,1,,,,N,Does Orbit Mini Speaker come with a charger in the box?,Answered compatibility question.,helpdesk
T405014,2026-03-18 08:19:48,2026-03-18 09:48:28,2026-03-19 06:05:15,resolved,social,C103315,VR892133,VA-EB-PL1,Delivery,High,Email Frontline,A3021,0,4,,,N,When will Pulse True Wireless Earbuds be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T407411,2026-03-18 09:22:40,2026-03-18 09:45:34,2026-03-19 11:38:28,closed,social,C101947,,VA-AC-CH65,Delivery,Normal,Logistics,A3027,3,5,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T405374,2026-03-18 15:24:29,2026-03-18 15:32:15,2026-03-19 16:26:44,resolved,chat,C109016,VR891677,VA-EB-PL1,Returns,Normal,Chat Frontline,A3009,0,4,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T405263,2026-03-18 16:37:23,2026-03-18 16:39:52,2026-03-19 14:10:33,resolved,chat,C101505,VR906665,VA-SW-NX2,Delivery,High,Email Frontline,A3032,0,3,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T405292,2026-03-18 16:56:02,2026-03-18 17:12:16,2026-03-19 11:15:55,resolved,social,C100064,VR893295,VA-SW-NX2,Delivery,High,Chat Frontline,A3012,0,,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",helpdesk
T405447,2026-03-18 16:58:59,2026-03-18 17:09:09,,open,chat,C103926,VR888735,VA-EB-PL2,Warranty,Normal,Chat Frontline,A3013,0,,,,N,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T405530,2026-03-18 17:00:34,2026-03-18 23:00:06,2026-03-19 14:53:05,resolved,email,C107725,VR895935,VA-SP-ORB,Delivery,Normal,Returns Desk,A3038,0,,5999.00,DOA-REPL,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",Done as requested.,helpdesk
T408412,2026-03-18 17:01:52,2026-03-18 17:01:55,2026-03-19 19:08:58,resolved,chat,C104503,,VA-SP-ORB,Warranty,Normal,Returns Desk,A3037,0,,5999,GW-OTHER,N,"Orbit Smart Speaker is dead on arrival. Left side not charging, box is 3 days old. Refund please.",Confirmed DOA within 7 days. Customer opted for refund over replacement. Refund raised.,helpdesk
T407168,2026-03-18 21:24:24,2026-03-19 01:40:53,2026-03-20 00:22:40,resolved,voice,C100544,,VA-HP-ST2,Warranty,Normal,Email Frontline,A3019,0,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T405095,2026-03-18 23:47:46,2026-03-18 23:56:06,2026-03-19 07:51:17,resolved,chat,C103490,,VA-AC-CBL,How-to,Normal,Chat Frontline,A3011,0,4,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,helpdesk
T406900,2026-03-19 01:07:50,2026-03-19 02:47:30,2026-03-19 23:01:06,closed,social,C102365,,VA-SW-NX1,Billing,High,Voice Frontline,A3023,2,4,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,helpdesk
T405136,2026-03-19 01:37:18,2026-03-19 02:12:36,2026-03-20 01:39:50,resolved,voice,C101708,VR886841,VA-SW-NX1,Returns,Low,Email Frontline,A3022,0,,,,N,When will Nexa Smartwatch be delivered?,"Shared updated tracking, courier ETA confirmed.",helpdesk
T405038,2026-03-19 02:24:52,2026-03-19 02:32:39,,open,chat,C104092,VR880380,VA-EB-AIR,How-to,Low,Logistics,A3031,0,,,,N,How do I pair AirLite Earbuds with my phone? Blinking red only.,Walked customer through app update. Issue closed.,helpdesk
T405030,2026-03-19 05:28:00,2026-03-19 11:10:25,2026-03-20 14:40:41,closed,email,C108106,VR895297,VA-EB-PL1,Returns,Low,Email Frontline,A3036,1,,2249,GW-OTHER,Y,"Return request for Pulse True Wireless Earbuds, unopened mostly. Please refund after pickup.","reverse pickup complete, item ok, refunded Fresh unit sent from stock too.",helpdesk
T405477,2026-03-19 06:58:53,2026-03-19 07:13:21,2026-03-19 16:11:38,resolved,social,C100584,VR904739,VA-SP-MINI,Delivery,High,Logistics,A3030,0,4,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T405278,2026-03-19 07:27:48,2026-03-19 11:12:32,2026-03-20 00:01:11,resolved,email,C106312,VR909987,VA-HP-ST3,Warranty,Low,Returns Desk,A3037,2,5,5039,GW-OTHER,N,"I'd like to return Strata 3 Over-Ear Headphones, it doesn't fit my ears and I'm within the return window.","Return picked up, received at warehouse, QC passed. Refund issued.",helpdesk
T405480,2026-03-19 07:41:03,2026-03-19 07:44:22,2026-03-20 09:31:26,resolved,chat,C105138,VR909333,VA-AC-CH65,Warranty,Normal,Escalations & Warranty,A3040,0,,705,WTY-BUYBACK,N,65W GaN Charger in warranty keeps failing. Repaired twice already. I'd rather have a buyback.,Tier 2 approved warranty buy-back after repeat failure. Buyback amount refunded.,helpdesk
T405158,2026-03-19 08:33:18,2026-03-19 11:45:17,2026-03-20 09:15:38,resolved,social,C105624,VR907819,VA-EB-PL2,How-to,Low,Chat Frontline,A3011,0,4,,,N,How do I pair Pulse 2 True Wireless Earbuds with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,helpdesk
T405516,2026-03-19 08:52:19,2026-03-19 09:00:10,2026-03-19 11:43:35,resolved,voice,C109400,,VA-EB-PL1,Account,High,Chat Frontline,A3012,0,4,250,GW-OTHER,N,Bad experience with delivery delay. Something for the trouble?,Done as requested.,helpdesk
T405009,2026-03-19 10:30:21,2026-03-19 10:35:34,2026-03-20 14:53:29,resolved,voice,C100612,VR886392,VA-NB-ARC,Product fault,Normal,Email Frontline,A3020,1,,,,N,When will Arc Neckband be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T405072,2026-03-19 10:53:29,2026-03-19 14:23:02,2026-03-20 10:22:32,closed,email,C103345,VR899732,VA-EB-AIR,Warranty,Normal,Logistics,A3031,1,,,,Y,"AirLite Earbuds screen flickering, in warranty.","Raised RMA, repair done in service centre. Customer satisfied.",helpdesk
T405344,2026-03-19 11:19:21,2026-03-19 11:26:11,2026-03-19 16:04:51,resolved,chat,C106755,VR906067,VA-SW-FIT,Returns,Low,Returns Desk,A3036,2,5,1999,GW-OTHER,Y,"the Nexa Fit Band arrived faulty. no lights, no pairing. I want a full refund","Dead on arrival, cx does not want replacement. Refunded to original payment.",helpdesk
T405221,2026-03-19 12:24:45,2026-03-19 14:09:22,,open,email,C102510,VR907792,VA-EB-PL2,Warranty,Normal,Billing,A3034,1,,3499,DUP-PAYMENT,N,Double charge on my card for Pulse 2 True Wireless Earbuds. Order number is same.,"cx paid 2x via upi, one txn should not have gone through. sent back the extra",helpdesk
T405503,2026-03-19 12:41:26,2026-03-20 02:14:21,2026-03-20 15:49:40,closed,email,C103794,VR905531,VA-SW-FIT,Billing,Normal,Voice Frontline,A3023,0,3,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,helpdesk
T405288,2026-03-19 14:48:57,2026-03-19 14:50:17,2026-03-19 20:44:13,resolved,chat,C108533,VR908239,VA-SW-FIT,Account,Low,Chat Frontline,A3015,1,4,,,N,Delivery agent asking for extra charge.,"Shared updated tracking, courier ETA confirmed.",helpdesk
T405361,2026-03-19 15:15:58,2026-03-19 15:19:01,2026-03-20 20:05:49,resolved,chat,C107066,VR903352,VA-HP-ST3,How-to,Low,Chat Frontline,A3034,0,5,,,N,How do I pair Strata 3 Over-Ear Headphones with my phone? Blinking red only.,"Explained pairing steps, resolved.",helpdesk
T405165,2026-03-19 16:38:59,2026-03-20 05:23:53,2026-03-20 11:46:29,resolved,social,C103261,VR897038,VA-EB-AIR,Delivery,Normal,Email Frontline,A3005,0,,,,N,Where is my order? Tracking not updating.,"Escalated to logistics, delivered next day.",helpdesk
T405074,2026-03-19 18:06:08,2026-03-20 00:33:11,2026-03-20 15:34:12,resolved,voice,C108328,VR904722,VA-EB-PL2,Account,High,Voice Frontline,A3023,0,4,,,N,Does Pulse 2 True Wireless Earbuds come with a charger in the box?,Shared spec details with customer.,helpdesk
T406762,2026-03-19 18:55:01,2026-03-19 22:10:18,2026-03-20 19:55:38,resolved,email,C105420,,VA-SW-FIT,Product fault,Low,Voice Frontline,A3026,0,4,,,N,How do I pair Nexa Fit Band with my phone? Blinking red only.,Walked customer through app update. Issue closed.,helpdesk
T407762,2026-03-19 19:07:47,2026-03-19 19:15:02,2026-03-20 03:26:19,resolved,chat,C105170,,VA-NB-ARC,Returns,Low,Email Frontline,A3017,1,5,,,N,Unable to connect Arc Neckband to the app.,"Explained pairing steps, resolved.",helpdesk
T405468,2026-03-19 22:57:38,2026-03-19 23:01:37,2026-03-20 18:03:07,resolved,chat,C105821,VR888919,VA-EB-PL2,How-to,Normal,Voice Frontline,A3026,0,5,,,N,How do I pair Pulse 2 True Wireless Earbuds with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,helpdesk
T405180,2026-03-20 01:41:45,2026-03-20 02:20:20,2026-03-20 17:55:15,resolved,voice,C104487,VR904452,VA-EB-PL2,How-to,Normal,Billing,A3034,1,4,,,N,How do I pair Pulse 2 True Wireless Earbuds with my phone? Blinking red only.,"Explained pairing steps, resolved.",helpdesk
T405149,2026-03-20 02:08:37,2026-03-20 02:19:40,2026-03-21 03:53:04,resolved,chat,C101011,VR888300,VA-EB-PL1,Returns,Normal,Returns Desk,A3037,0,,2499,GW-OTHER,N,Received my Pulse True Wireless Earbuds yesterday and it won't switch on at all. Want my money back.,"Not powering on, delivered <7d. Refund as per DOA policy.",helpdesk
T405102,2026-03-20 04:28:26,2026-03-20 05:46:43,,open,voice,C104759,VR895730,VA-HP-ST3,How-to,Low,Voice Frontline,A3024,1,,,,N,Unable to connect Strata 3 Over-Ear Headphones to the app.,Walked customer through app update. Issue closed.,helpdesk
T405405,2026-03-20 07:33:42,2026-03-20 07:52:30,2026-03-21 08:12:51,resolved,social,C104895,VR884846,VA-SW-FIT,Warranty,Normal,Chat Frontline,A3026,2,3,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T405271,2026-03-20 08:42:59,2026-03-20 10:10:32,2026-03-21 10:59:31,resolved,email,C100261,VR894448,VA-EB-PL2,Product fault,Normal,Logistics,A3029,2,3,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",helpdesk
T405446,2026-03-20 11:23:35,2026-03-20 17:07:05,2026-03-21 10:59:25,resolved,voice,C107481,VR888103,VA-SW-NX2,Account,Low,Email Frontline,A3020,1,,,,N,Is Nexa 2 Smartwatch compatible with iPhone?,"Info provided, no further action.",helpdesk
T405266,2026-03-20 12:04:31,2026-03-20 12:33:36,2026-03-21 12:07:51,resolved,voice,C101834,VR881643,VA-EB-PL2,Returns,Normal,Escalations & Warranty,A3044,0,,2974,GW-OTHER,N,"Bought Pulse 2 True Wireless Earbuds from vireo.in, doesn't power up out of the box. I don't want another one, just refund.",item ded when opened. refnd issued,helpdesk
T405059,2026-03-20 15:51:04,2026-03-20 15:52:29,2026-03-21 04:24:40,resolved,chat,C105835,VR894305,VA-EB-PL1,Warranty,Normal,Chat Frontline,A3003,0,,,,Y,"Pulse True Wireless Earbuds screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
T405282,2026-03-20 16:53:50,2026-03-20 17:48:31,,pending,voice,C100173,,VA-EB-PL1,Warranty,Normal,Chat Frontline,A3006,0,,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,helpdesk
T405133,2026-03-20 17:10:55,2026-03-20 17:15:32,2026-03-20 21:25:06,resolved,chat,C108513,VR881444,VA-SW-NX1,Billing,Normal,Voice Frontline,A3023,0,,,,N,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,helpdesk
T405154,2026-03-20 17:20:51,2026-03-20 17:28:46,2026-03-21 19:41:06,resolved,chat,C104115,VR895544,VA-EB-PL2,Billing,Low,Returns Desk,A3036,1,3,,,N,"Invoice shows wrong name, please correct.",Invoice reissued.,helpdesk
T405554,2026-03-20 19:30:26,2026-03-20 23:09:04,2026-03-22 04:09:37,resolved,email,C107652,VR894785,VA-HP-ST3,Billing,Normal,Chat Frontline,A3008,0,,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,helpdesk
T405139,2026-03-20 19:32:53,2026-03-20 20:32:46,2026-03-21 21:03:48,resolved,voice,C101947,VR895204,VA-EB-PL2,How-to,High,Chat Frontline,A3007,0,,,,N,Unable to connect Pulse 2 True Wireless Earbuds to the app.,Guided through reset and re-pair. Working now.,helpdesk
T405345,2026-03-20 21:34:55,2026-03-20 23:57:44,2026-03-21 14:50:22,closed,email,C104935,VR906636,VA-EB-PL2,Billing,Low,Email Frontline,A3018,1,4,,,N,Need GST invoice for my order.,Invoice reissued.,helpdesk
T406845,2026-03-20 21:38:06,2026-03-20 21:46:57,2026-03-21 14:31:33,closed,chat,C109339,,VA-AC-CBL,Returns,Low,Email Frontline,A3019,1,5,,,N,Does USB-C Braided Cable come with a charger in the box?,Answered compatibility question.,helpdesk
T405205,2026-03-20 21:48:26,2026-03-21 03:09:38,2026-03-21 20:48:46,resolved,email,C105680,VR909838,VA-SP-MINI,Account,Normal,Chat Frontline,A3015,0,,,,N,Is Orbit Mini Speaker compatible with iPhone?,"Info provided, no further action.",helpdesk
T406668,2026-03-20 23:58:50,2026-03-21 00:58:30,2026-03-21 19:51:02,resolved,social,C104489,,VA-SP-MINI,How-to,High,Email Frontline,A3016,0,,,,N,How do I pair Orbit Mini Speaker with my phone? Blinking red only.,"Explained pairing steps, resolved.",helpdesk
T405240,2026-03-21 01:45:44,2026-03-21 01:53:53,2026-03-21 21:24:44,resolved,chat,C107295,,VA-EB-PL2,How-to,Normal,Email Frontline,A3020,0,4,,,N,Unable to connect Pulse 2 True Wireless Earbuds to the app.,Guided through reset and re-pair. Working now.,helpdesk
T408548,2026-03-21 05:33:35,2026-03-21 05:45:48,2026-03-22 08:43:22,resolved,chat,C109215,,VA-SP-ORB,How-to,Low,Chat Frontline,A3015,0,,,,N,Unable to connect Orbit Smart Speaker to the app.,Walked customer through app update. Issue closed.,helpdesk
T405217,2026-03-21 10:28:05,2026-03-21 15:44:20,2026-03-22 06:23:41,resolved,voice,C100724,VR902097,VA-SP-ORB,Product fault,Normal,Billing,A3032,0,4,,,N,When will Orbit Smart Speaker be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T405257,2026-03-21 11:25:29,2026-03-21 11:37:04,2026-03-21 22:35:41,resolved,chat,C100817,VR897914,VA-EB-PL2,Returns,Normal,Escalations & Warranty,A3040,1,,3499,GW-OTHER,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",DOA verified by video. Full refund issued at customer request.,helpdesk
T405441,2026-03-21 15:10:11,2026-03-21 16:01:41,2026-03-22 15:12:27,resolved,voice,C106585,VR904567,VA-SW-FIT,How-to,High,Logistics,A3030,3,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,helpdesk
T405528,2026-03-21 15:24:56,2026-03-21 17:02:08,2026-03-22 04:27:38,resolved,voice,C105433,,VA-EB-PL2,Warranty,Normal,Chat Frontline,A3004,0,,,,Y,Left earbud crackling after 4 months.,Sent for repair under warranty. Returned to customer.,helpdesk
T405316,2026-03-21 16:00:37,2026-03-21 17:47:22,2026-03-21 23:28:38,resolved,social,C104099,VR882639,VA-SP-MINI,Account,High,Email Frontline,A3020,3,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,helpdesk
T407019,2026-03-21 17:01:38,2026-03-21 17:11:03,2026-03-22 10:32:18,resolved,chat,C106285,,VA-SW-NX2,Warranty,Normal,Email Frontline,A3022,0,,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",helpdesk
T405178,2026-03-21 17:12:16,2026-03-21 17:37:30,2026-03-22 13:56:21,closed,chat,C108193,VR902345,VA-EB-PL2,How-to,Normal,Returns Desk,A3037,0,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,helpdesk
T405164,2026-03-21 17:43:14,2026-03-21 17:55:49,2026-03-22 12:10:34,resolved,chat,C102490,VR892967,VA-EB-PL2,Returns,High,Chat Frontline,A3010,0,,3324,GW-OTHER,N,"the Pulse 2 True Wireless Earbuds arrived faulty. no lights, no pairing. I want a full refund",DOA verified by video. Full refund issued at customer request.,helpdesk
T408937,2026-03-21 19:32:16,2026-03-21 21:21:08,2026-03-22 21:52:50,resolved,social,C100097,,VA-EB-PL1,Account,Low,Email Frontline,A3020,0,,,,N,Is Pulse True Wireless Earbuds compatible with iPhone?,Answered compatibility question.,helpdesk
T405192,2026-03-21 20:59:43,2026-03-21 21:02:30,2026-03-22 05:56:55,closed,chat,C105751,VR889993,VA-SP-MINI,How-to,Low,Email Frontline,A3020,0,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,helpdesk
T405414,2026-03-21 21:08:09,2026-03-21 22:27:35,2026-03-22 16:22:02,closed,email,C102052,VR899279,VA-AC-CASE,Product fault,Low,Chat Frontline,A3002,0,4,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,helpdesk
T405322,2026-03-21 21:30:28,2026-03-21 21:43:17,2026-03-23 03:24:23,resolved,chat,C107449,VR902854,VA-SP-MINI,Billing,Normal,Chat Frontline,A3008,0,,,,N,Is Orbit Mini Speaker compatible with iPhone?,Answered compatibility question.,helpdesk
T405088,2026-03-21 21:32:53,2026-03-21 21:35:57,2026-03-22 06:11:39,resolved,chat,C107808,VR903390,VA-EB-PL2,How-to,Normal,Escalations & Warranty,A3043,0,5,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",helpdesk
T408058,2026-03-21 23:29:32,2026-03-21 23:52:51,2026-03-22 12:04:33,resolved,chat,C107267,,VA-SP-MINI,Delivery,High,Voice Frontline,A3024,1,,,,N,"Invoice shows wrong name, please correct.",Sent corrected invoice on email.,helpdesk
T405224,2026-03-22 01:15:16,2026-03-22 02:18:59,2026-03-22 05:37:12,resolved,social,C100077,VR880604,VA-SP-MINI,Account,Normal,Email Frontline,A3017,0,4,,,N,Is Orbit Mini Speaker compatible with iPhone?,"Info provided, no further action.",helpdesk
T408574,2026-03-22 01:40:57,2026-03-22 02:14:10,2026-03-23 07:06:38,resolved,chat,C107586,,VA-HP-ST2,Delivery,Low,Chat Frontline,A3011,0,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,helpdesk
T405188,2026-03-22 04:00:34,2026-03-22 04:07:05,2026-03-22 21:06:56,resolved,chat,C101422,VR886920,VA-EB-PL2,Delivery,Low,Voice Frontline,A3023,0,4,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,helpdesk
T405438,2026-03-22 04:27:39,2026-03-22 05:28:32,2026-03-23 08:38:39,closed,chat,C103954,VR897702,VA-NB-ARC,Warranty,Normal,Voice Frontline,A3005,0,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,helpdesk
T405514,2026-03-22 08:14:40,2026-03-22 09:11:41,2026-03-22 22:23:40,resolved,chat,C102454,VR896028,VA-EB-AIR,Billing,Low,Email Frontline,A3019,0,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,helpdesk
T405080,2026-03-22 10:24:03,2026-03-22 10:28:18,2026-03-23 05:17:36,resolved,chat,C103851,VR891081,VA-EB-PL1,Account,Normal,Email Frontline,A3018,2,,,,N,Is Pulse True Wireless Earbuds compatible with iPhone?,Answered compatibility question.,helpdesk
T405197,2026-03-22 10:30:13,2026-03-22 10:40:37,2026-03-23 13:28:17,resolved,chat,C106239,VR896881,VA-EB-PL2,Warranty,High,Email Frontline,A3017,0,4,,,N,When will Pulse 2 True Wireless Earbuds be delivered?,Informed customer of delay; delivered.,helpdesk
T408060,2026-03-22 10:50:40,2026-03-22 10:58:17,2026-03-22 16:47:54,resolved,chat,C101591,,VA-SP-MINI,Returns,Normal,Returns Desk,A3036,1,,2499,GW-OTHER,N,"the Orbit Mini Speaker arrived faulty. no lights, no pairing. I want a full refund","Dead on arrival, cx does not want replacement. Refunded to original payment.",helpdesk
T406727,2026-03-22 11:34:56,2026-03-22 11:40:30,2026-03-23 04:17:53,resolved,chat,C101491,,VA-AC-CASE,Warranty,Normal,Chat Frontline,A3011,0,5,,,N,"Pulse Charging Case (spare) screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,helpdesk
